festival_name,place,start,end,content,jugwan,tel,content_info,homepage,zip_no,latitude,logitude,sido,sigungu,doro,eupmyun,sangse
2022 대한민국 소극장 열전 in 춘천,아트팩토리 봄,2022-07-03,2022-07-03,2022 대한민국 소극장 열전 in 춘천’ 대구 한울림 팀의 못생긴 남자’ 공연,극단DOMO,033-263-7222,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10585&search_type=1&search_keyword=2022+EB8C80ED959CEBAFBCEAB5AD+EC868CEAB7B9EC9EA5+EC97B4ECA084+in+ECB698ECB29C,공연관람,24412,35.863327,128.5965948,강원특별자치도,춘천시,신동면 풍류1길 34,신동면,"증리, 901"
강원도립극단 우리가족 본격 소통 공감 연극 놀이터 금쪽같은 우리 엄빠,강원도립극단 연습실,2022-07-23,2022-07-31,가족을 주제로 참여자 모두가 역할을 갖고 가족과 함께 공감할 수 있는 이야기를 나누는 참여형 프로그램,강원도립극단,033-255-0496,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10583&search_type=1&search_keyword=EAB095EC9B90EB8F84EBA6BDEAB7B9EB8BA85D+EC9AB0EBA6ACEAB080ECA1B1+EBB3B8EAB2A9,참여형 프로그램,24455,37.3120738,126.8300484,강원특별자치도,춘천시,안마산로 89 (퇴계동),퇴계동,565-6
자연이 주는 선물_신동필 사진전,춘천미술관 제1 전시실,2022-06-24,2022-06-29,신동필 사진전,신동필,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10578&search_type=1&search_keyword=EC9E90EC97B0EC9DB4+ECA3BCEB8A94+EC84A0EBACBC_EC8BA0EB8F99ED9584+EC82ACECA784ECA084,전시,24264,35.0761426,129.0177503,강원특별자치도,춘천시,서부대성로 71 (옥천동),옥천동,"73-2, 춘천예술마당"
가정식 백반 맛있게 먹는 법,아트팩토리 봄,2022-06-28,2022-06-29,"(사)문화프로덕션도모의 초연작, 가정식 백반 맛있게 먹는 법 도모만의 색깔로 재해석한 농도깊은 2인극",사단법인문화프로덕션도모,033-263-7222,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10571&search_type=1&search_keyword=EAB080ECA095EC8B9D+EBB0B1EBB098+EBA79BEC9E88EAB28C+EBA8B9EB8A94+EBB295,연극,24412,37.9148987,127.7227653,강원특별자치도,춘천시,신동면 풍류1길 34,신동면,"증리, 901"
2022 도시재생 청소년 메이커스쿨,우두동 50호마을 커뮤니티센터,2022-08-03,2022-09-04,4가지 프로그램을 통해 청소년의 시선으로 50호 마을을 바라보고 각각의 방식으로 표현하는 체험 프로그램,춘천도시재생지원센터,033-256-5401,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10655&cate_id=14&search_type=1,행사+축제,24226,37.8638574,127.7533567,강원특별자치도,춘천시,충열로67번길 7-1 (우두동),우두동,711-8
연극 소낙비처우,아트팩토리 봄,2022-08-09,2022-08-21,"김유정 프로젝트의 두번째 공연, 소낙비 처우(凄雨)",사단법인문화프로덕션도모,033-263-7222,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10649,공연,24412,37.9002662,127.734442,강원특별자치도,춘천시,신동면 풍류1길 34,신동면,"증리, 901"
무하 MOOHA SPACE OF YANGYANG,개나리미술관,2022-07-19,2022-07-31,동해바다가 보이는 양양에서 온 작가 무하의 개인전을 개최,무하,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10642,전시,24399,38.0125149,127.0605153,강원특별자치도,춘천시,동내면 거두택지길44번길 7-19,동내면,"거두리, 1123-6"
Connect musical,엘리시안 강촌 그랜드볼룸,2022-07-30,2022-08-06,"지구를 구해줘-분리수거편, 삼양동화",GS건설+엘리시안 강촌,02-2154-8412,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10635,공연,24464,37.8622559,127.7549357,강원특별자치도,춘천시,남산면 북한강변길 688,남산면,"백양리, 29-1, 엘리시안, 강촌"
제2회 春川共感展_춘천공감전,춘천미술관 1F,2022-07-15,2022-07-20,회원들과 조합원이 함께 소통의 기회를 갖고자 회원 작가님들을 초대,사회적협동조합 예술공감,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10632,전시,24264,37.8842671,127.7324969,강원특별자치도,춘천시,서부대성로 71 (옥천동),옥천동,"73-2, 춘천예술마당"
2022 춘천예술문화축제,KT&G 상상마당 야외공연장,2022-07-31,2022-07-31,국내외에서 활동하는 젊은 성악가들초청공연 한여름밤의 아리아,(사)강원민예총 춘천지부,033-251-8907,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10629,공연,24239,37.873825,127.7025264,강원특별자치도,춘천시,스포츠타운길399번길 25 (삼천동),삼천동,"223-2, KT&G상상마당, 춘천아트센터"
시민과 함께하는 라이브러리 치유 콘서트,춘천시립도서관 1층 로비,2022-07-09,2022-07-09,"클래식의 기본을 유지하면서도 남녀노소, 시민 누구나 즐기고 좋아할 수 있는 음악을 연주. 현악, 목관, 금관, 타악을 갖춘 대편성의 시민오케스트라로서 다양한 연주를 함.",춘천시립도서관+춘천시민필하모닉오케스트라,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10625,공연,24327,33.351192,126.3881562,강원특별자치도,춘천시,우석로 100 (석사동),석사동,"산32-1, 춘천시립도서관"
2022 춘천오페라페스티발 카르멘,KT&G 상상마당 춘천 야외무대,2022-07-29,2022-07-30,"우크라이나 하르키우 오페라극장 등 프랑스, 스페인 등 유럽에서 왕성하게 활동하던 중 전쟁으로 어려움을 겪다 딸과 어머니와 함께 체코에 난민 자격으로 체류 중인 내용",강원도 춘천시청+춘천문화재단+강원오페라앙상블,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10624,공연,24239,35.863327,128.5965948,강원특별자치도,춘천시,스포츠타운길399번길 25 (삼천동),삼천동,"223-2, KT&G상상마당, 춘천아트센터"
2020 역발상전,문화공간역,2022-03-04,2022-03-24,"춘천 외 활동작가 5인 춘천 활동작가 5인이 참여하는 전시이다. 2021역발상전은 서울, 경기권을 기반으로 작업하는 작가들이 함께 참여 하였고 2022 역발상전은 충청도권을 기반으로 작업하는 작가들이 함께 참여한다. 역발상전 교류 초대 작가는 대한민국의 국공립미술관 초대작가로 활동하는 인지도 높은 작가들이 대상이며 대한민국의 미술의 위상을 춘천에 소개하고 춘천 활동 작가들의 춘천외부 활동의 기회를 마련하는 것에 일조하기 위해 기획된 전시이다. 춘천 외 활동작가 5인 춘천 활동작가 5인이 참여하는 전시이다. 2021역발상전은 서울, 경기권을 기반으로 작업하는 작가들이 함께 참여 하였고 2022 역발상전은 충청도권을 기반으로 작업하는 작가들이 함께 참여한다. 역발상전 교류 초대 작가는 대한민국의 국공립미술관 초대작가로 활동하는 인지도 높은 작가들이 대상이며 대한민국의 미술의 위상을 춘천에 소개하고 춘천 활동 작가들의 춘천외부 활동의 기회를 마련하는 것에 일조하기 위해 기획된 전시이다.",(사)민족미술인협회 춘천지부,033-252-0731,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10233&search_type=1&search_keyword=2020+EC97ADEBB09CEC8381ECA084,전시관람,24368,33.2464668,126.5090074,강원특별자치도,춘천시,영서로 2260 (퇴계동),퇴계동,"633-2, 남춘천역"
봉산미술제,봉산문화거리,2012-10-12,2012-10-18,화랑기획전 및 부대행사,봉산문화협회,053-661-2177,,,41958,37.8750507,127.7368076,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
만나고 싶었습니다 - 창작의 자극 그리고 예술로 환기,공간공일갤러리,2022-03-04,2022-03-16,"작가들은 각자 그동안 사회적 거리두기 상황으로 예술적 자극의 기회를 갖지 못했거나 자발적 절제로 동기부여의 활동을 할 수 없었다면 위드코로나로 전환된 지금 그 동기와 자극을 찾을 수 있는 방법을 제시하고자 한다. 언젠가는 만나 이야기하고 싶었던 동경의 대상, 작가를 만나거나, 꼭 한번 가보고 싶었던 미술관 혹은 어떤 전시 등을 가보거나, 경험하고 싶었던 나름의 활동을 경험해보거나 등등을 실현에 옮긴 후 그러한 시간과 행위와 경험에서 받은 영감이나 자극, 창의적 동기를 담아 새로운 창작물을 구상한다. 작가는 기존의 작업 스타일에서 벗어나는 방법으로 창작의 장르를, 방법을, 전시구성 등등 기존의 스타일에서 잠시 이탈해본다. 그렇게 제작된 작품을 공간공일 전시장에서 3월 4일부터 3월 16일까지 전시하게 된다. 또한 작가와의 대화 시간을 통해 관객과 소통하고 창의적 동기를 전달할 계획이다. 그렇게 관객은 전시된 작품과 소통의 시간으로 잠시나마 일상에서 닫힌 창을 열고 예술로 환기할 수 있는 기회를 가진다.",예술밭사이로+춘천문화재단,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10234&search_type=1&search_keyword=EBA78CEB8298EAB3A0+EC8BB6EC9788EC8AB5EB8B88EB8BA4,전시관람,24261,37.8799325,127.7343933,강원특별자치도,춘천시,향교앞길 13-4 (교동),교동,140
공공미술렌탈프로젝트 춘천예술공감공공청사 미술 전시展,춘천시청 3~8층+춘천시의회 로비+춘천시립도서관 2층,2022-05-16,2022-12-16,춘천예술공감이라는 테마로 지역작가 작품 중 춘천의 이미지를 담은 작품을 44인의 작가에게 임대하여 전시한다,사회적협동조합 예술공감,,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EAB3B5EAB3B5EBAFB8EC88A0EBA08CED8388ED9484EBA19CECA09DED8AB8+ECB698ECB29CEC9888EC88A0EAB3B5EAB09028EAB3B5EAB3B5ECB2ADEC82AC+EBAFB8EC88A0+ECA084EC8B9C29E5B195,전시관람,24347,37.8747797,127.7144656,강원특별자치도,춘천시,시청길 11 (옥천동),옥천동,"111-1, 춘천시청"
제18회 강원아트페어 춘천전 자연에서 다시 태어나는 예술,춘천문화예술회관,2022-05-24,2022-05-29,아트페어는 자연에서 다시 태어나는 예술 이라는 주제로 전국 각지에서 참여하시는 18명의 다양한 작가님들의 참여로 진행,(사)한국미술협회 춘천지부,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=ECA09C18ED9A8C+EAB095EC9B90EC9584ED8AB8ED8E98EC96B4+ECB698ECB29CECA084+5BEC9E90EC97B0EC9790EC849C+EB8BA4EC8B9C+ED839CEC96B4EB8298EB8A94+EC9888EC88A05D,전시관람,24336,36.7434217,126.9888255,강원특별자치도,춘천시,효자상길5번길 13 (효자동),효자동,"산40-12, 춘천문화예술회관"
안성환 무심 無心 -쉬어 가다,개나리미술관,2022-05-24,2022-06-05,개나리미술관에서는 5월 24일부터 6월 5일까지 안성환작가의 조각전을 개최,안성환,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10455,전시관람,24399,37.8842671,127.7324969,강원특별자치도,춘천시,동내면 거두택지길44번길 7-19,동내면,"거두리, 1123-6"
2022 강원도 지역문제 발견 오픈테이블,커먼즈필드 춘천_안녕하우스,2022-05-09,2022-05-19,강원지역문제해결플랫폼은 강원도민이 제안한 지역 문제를 공공기관의 자원을 연결하여 지역주민과 함께 리빙랩 방식으로 해결하기 위해 노력하고있습니다. 2022년에도 지역 주민중심으로 지역의 문제를 제안 받는 지역문제발견 오픈테이블을 진행 중입니다. 플랫폼 과정을 통해 선정된 의제는 500~1000만원의 실험비로 지역의 문제를 해결할 수 있는 실험을 진행할 수 있습니다.,강원지역문제해결플랫폼 추진위원회,033-252-1090,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10452&search_type=1&search_keyword=2022+EAB095EC9B90EB8F84+ECA780EC97ADEBACB8ECA09C+EBB09CEAB2AC+EC98A4ED9488ED858CEC9DB4EBB894,전시관람,24374,37.8770351,127.7323426,강원특별자치도,춘천시,공지로 255 (효자동),효자동,303-14
제 29회 봄내예술제 봄내미술인전_시민과 예술인의 만남,춘천미술관 전관,2022-05-13,2022-05-25,"29회 봄내예술제의 세부 행사인 시민과 작가 159명이 참여한 2022 봄내 미술인전’이 열립니다. 서양화 56점, 수채화 41점, 한국화 25점, 서예·문인화 20점, 공예·디자인 12점, 조소 5점을 소개합니다.",(사)한국미술협회 춘천지부,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10449,전시관람,24264,37.8953784,127.7488298,강원특별자치도,춘천시,서부대성로 71 (옥천동),옥천동,"73-2, 춘천예술마당"
춘천 핸드메이드 브랜드와 함께 하는 마켓396 5월,근화동396 청년창업공간,2022-05-28,2022-05-18,오랜만에 근화동396 청년창업공간에서 핸드메이드 마켓396이 열립니다 힘든 시기 속에서도 찾아와주시는 방문객 여러분들의 안전을 생각하며 지난 해 총 세 번의 무인형식의 행사를 무사히 마치고 드디어 더욱 발전된 모습으로 올해 첫 마켓396을 선보이고자 합니다,근화동396 청년창업지원센터,033-256-3961,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10481&search_type=1&search_keyword=ECB698ECB29C+ED95B8EB939CEBA994EC9DB4EB939C+EBB88CEB9E9CEB939CEC9980+ED95A8EABB98+ED9598EB8A94+EBA788ECBC93396+5EC9B94,공연,24246,37.8747797,127.7144656,강원특별자치도,춘천시,중앙로 186 (근화동),근화동,396-2
연극뷰티풀라이프-춘천,소극장 연극바보들,2022-05-01,2022-07-31,연애에서 부터 결혼까지의 인생을 담은 연극,사회적협동조합 무하,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10457,공연,24289,33.4506369,126.3889699,강원특별자치도,춘천시,서부대성로239번길 7 (효자동),효자동,629-5
2022춘천막국수닭갈비축제,강원도 춘천시 일대,2022-08-30,2022-09-04,"춘천의 대표적인 축제인 춘천막국수닭갈비축제가 올해는 춘천 삼악산 호수케이블카 일원에서 8월30일부터~9월4일까지 6일간 진행이 된다. 3년만에 오프라인으로 찾아오는 이번 축제는 30일 KBS전국노래자랑을 시작으로 멀티미디어 드론쇼,인기가수 축하공연등 풍성한 볼거리와 춘천에서 즐기는 막국수, 닭갈비를 다양하게 선보이려고 한다.",춘천막국수닭갈비축제조직위원회,033-254-4347,http://www.mdfestival.com/festival.html,문화축제,24347,37.8689546,127.7450121,강원특별자치도,춘천시,시청길 11 (옥천동),옥천동,"111-1, 춘천시청"
2022 청년 문화정책을 더하다,국립춘천박물관 강당,2022-11-29,2022-11-29,청년 문화 인력양성과 정책 지원 방법,문화체육관광부,02-3143-1232,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+ECB2ADEB85842C+EBACB8ED9994ECA095ECB185EC9D84+EB8D94ED9598EB8BA4,특강+강좌,24325,34.9505295,127.4873696,강원특별자치도,춘천시,우석로 70 (석사동),석사동,"95-3, 국립춘천박물관"
마켓396 10월HALLOWEEN MARKET,근화동396 청년창업공간 일대,2022-10-29,2022-10-29,지역 내 핸드메이드&일러스트 기반 청년창작자의 창업활동 기반을 조성하고 시민들의 창작 경험 확대를 지원하기 위해 설립,근화동396 청년창업지원센터 공간운영팀,033-256-3961,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EBA788ECBC93396+10EC9B9428HALLOWEEN+MARKET29,행사+축제,24246,37.8644666,127.7353229,강원특별자치도,춘천시,중앙로 186 (근화동),근화동,396-2
2022 춘천 “별의 별Star & Star Folk concert,춘천 요선동 웰컴 도시센터 지하,2022-10-14,2022-10-22,춘천 포크락 페스티벌,(사)한국싱어송라이터협회 강원지부,033-911-6006,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10876&search_type=1&search_keyword=2022+ECB698ECB29C+E2809CEBB384EC9D98+EBB384,공연관람,24271,37.8842671,127.7324969,강원특별자치도,춘천시,서부대성로44번길 2 (요선동),요선동,149-2
墨-사람다움을 담다,갤러리 4층,2022-12-01,2022-12-22,사람다움이란 무엇인가사람다움이란 무엇인가사람다움이란 어디서 비롯되는가,안용선,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=11014,전시관람,24272,35.863327,128.5965948,강원특별자치도,춘천시,서부대성로48번길 26-1 (요선동),요선동,18-6
대구화교중화문화축제,종로 화교소학교 및 화교거리,2019-10-19,2019-10-20,무대행사 및 거리행사+ 전시행사 등,대구화교협회,053-661-2177,,,41935,37.8810905,127.7277393,대구광역시,중구,중앙대로79길 31 (종로2가),종로2가,12
중구미술협회전,봉산문화회관 전시실,2011-10-04,2011-10-09,중구미술협회작가 전시,중구미술협회,053-661-2177,,,41958,37.7532614,128.8917638,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
중구미술협회전,봉산문화회관 전시실,2012-12-21,2012-12-28,중구미술협회작가 전시,중구미술협회,053-661-2177,,,41958,37.9148987,127.7227653,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
중구미술협회전,봉산문화회관 전시실,2013-10-15,2013-10-21,중구미술협회작가 전시,중구미술협회,053-661-2177,,,41958,37.8842671,127.7324969,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
중구미술협회전,봉산문화회관 전시실,2014-11-11,2014-11-16,중구미술협회작가 전시,중구미술협회,053-661-2177,,,41958,37.100542,129.0082994,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
중구미술협회전,봉산문화회관 전시실,2020-10-06,2020-10-11,중구미술협회작가 전시,중구미술협회,053-661-2177,,,41958,35.4037542,126.4955702,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산미술제,봉산문화거리,2013-10-15,2013-10-21,화랑기획전 및 부대행사,봉산문화협회,053-661-2177,,,41958,34.0258017,127.311911,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산미술제,봉산문화거리,2014-10-14,2014-10-20,화랑기획전 및 부대행사,봉산문화협회,053-661-2177,,,41958,35.863327,128.5965948,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산미술제,봉산문화거리,2015-10-20,2015-10-26,화랑기획전 및 부대행사,봉산문화협회,053-661-2177,,,41958,37.3349482,127.9350851,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
여르미오페스티벌,안산시 문화광장,2015-08-08,2015-08-08,대중예술축제,안산문화재단,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,대부도,15471,37.8640048,127.723833,경기도,안산시,단원구 광덕대로 157 (고잔동),단원구,"고잔동, 800"
제3회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2015-09-19,2015-09-19,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,경기도 안산시,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,15539,35.1827175,126.8877092,경기도,안산시,상록구 샘골서길 64 (본오동),상록구,"본오동, 879-4, 최용신기념관"
안산국제거리극축제,안산시 문화광장,2016-05-05,2016-05-08,순수예술축제,경기도 안산시,031-481-4030,https://www.ansanart.com/index.do,대부도,15471,37.9148987,127.7227653,경기도,안산시,단원구 광덕대로 157 (고잔동),단원구,"고잔동, 800"
태백 황지연못 황부자며느리 축제,횡지연못(문화광장) 일원,2023-09-23,2023-09-25,마당극+걷기행사+가요제+야시장,태백시여성단체협의회,033-552-1370,http://tbcf.or.kr/,,26052,37.8726829,127.6967442,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
철암 단풍축제,철암단풍군락지 일원,2023-10-13,2023-10-15,단풍길 걷기대회+전시회+먹거리 장터 등,철암동주민자치회,033-582-7906,http://tbcf.or.kr/,,26052,36.7434217,126.9888255,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
태백산 눈축제,태백산국립공원+황지연못 일원,2023-01-27,2023-01-31,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,033-553-6900,http://tbcf.or.kr/,,26052,37.8724395,127.729498,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
2023 군산시간여행축제,시간여행마을 일원,2023-10-06,2023-10-09,근대를 축으로 한 시간여행축제,군산시간여행축제추진위원회,063-454-3302,http://festival.gunsan.go.kr/,주변관광지 : 군산근대역사박물관+초원사진관+동국사 등,0,37.8848521,127.7330675,,,,,nan
2023 제25회 제주들불축제,새별오름 및 제주시 일원,2023-03-09,2023-03-12,희망을 품은 제주들불 세계를 밝히다,제주특별자치도 제주시 관광진흥과,064-728-2752,https://www.jejusi.go.kr/buriburi/main.do,,63040,37.8545566,127.7582354,제주특별자치도,제주시,애월읍 화전길 201,애월읍,"봉성리, 52-5, 타미우스CC"
전농로 왕벚꽃 축제,제주시 전농로 일대,2023-03-24,2023-03-26,4년 만에 도심 전농로에서 왕벚꽃 축제가 개최됩니다.,삼도일동축제추진위원회,064-728-4524,,,0,35.863327,128.5965948,,,,,nan
제5회 애월읍 왕벚꽃 축제,애월읍 장전리 왕벚꽃거리,2023-03-25,2023-03-26,제주의 왕벚꽃 명소에서 즐기는 축제,애월읍연합청년회,064-728-8811,,,63055,35.2154488,127.4682834,제주특별자치도,제주시,애월읍 장전로 106,애월읍,"장전리, 448-2, 장전리사무소"
서귀포 유채꽃 국제걷기대회,제주월드컵경기장 광장,2023-03-25,2023-03-26,세계인이 함께 걷는 제주의 봄,(사)서귀포시관광협의회,064-760-3320,www.jejusta.or.kr,,63572,37.345889,127.9311756,제주특별자치도,서귀포시,월드컵로 33 (법환동),법환동,"914, 제주월드컵경기장"
지리산남악제 및 군민의 날 행사,화엄사시설지구 및 구례공설운동장,2020-04-18,2020-04-20,"○ 대표프로그램 : 남악제례 및 행렬, 군민체육대회○ 농특산품 판매, 군 홍보관 운영 등",지리산남악제 및 군민의 날 행사 추진위원회,061-780-2431,https://www.gurye.go.kr/tour,,57635,37.8545566,127.7582354,전라남도,구례군,구례읍 서시천로 106,구례읍,"봉북리, 1423-1"
구례썸머뮤직페스티벌,구례공설운동장,2020-08-22,2020-08-23,"○ 락밴드 및 트로트 공연○ 체험 및 먹거리부스 운영 : 압화체험, 향토음식점, 홍보부스 등○ 부대행사 : 재활용놀이터, 플리마켓, 포토월 등",구례섬지아이쿱소비자생활협동조합,061-780-2390,,,57635,34.9505295,127.4873696,전라남도,구례군,구례읍 서시천로 106,구례읍,"봉북리, 1423-1"
2020 화엄음악제,화엄사 경내 일원,2020-10-09,2020-10-11,"○ 영성음악제, 화엄콘서트, 서예전시, 요가명상수련 등",화엄음악제집행위원회,061-780-2431,,,57616,35.863327,128.5965948,전라남도,구례군,마산면 화엄사로 539,마산면,"황전리, 12"
구례동편소리축제,서시천체육공원 일원,2020-10-09,2020-10-11,"○ 대표프로그램 : 개막공연, 국악공연, 송만갑판소리고수대회 ○ 농특산품 판매, 향토음식점, 군홍보관 운영 등○ 동편제소리홍보관, 판소리배우기 등",동편소리축제추진위원회,061-780-2431,https://www.gurye.go.kr/tour,,57635,33.3022724,126.2590167,전라남도,구례군,구례읍 서시천로 76-11,구례읍,"봉북리, 25, 구례실내체육관"
제44회 지리산피아골단풍축제,토지면 피아골 일원,2020-10-31,2020-11-01,"○ 대표프로그램 : 단풍제례○ 체험프로그램 : 황금단풍잎을 찾아라, 족욕체험○ 농특산품 판매, 향토음식점, 군홍보관 운영 등",지리산피아골단풍축제추진위원회,061-780-2255,https://www.gurye.go.kr/tour,,57622,36.4621196,127.4737748,전라남도,구례군,토지면 직전길 35,토지면,"내동리, 1155-8, 직전마을회관"
지봉로 상사화 축제,왕조2동 지봉로,2022-01-01,2022-12-31,"음악회, 공연, 체험행사, 판매부스 등",전라남도 순천시청,061-749-8407,,미정,0,37.5988814,126.8244085,,,,,nan
천태만상 상권연계 공감 페스티벌,시민로 일대,2022-01-01,2022-12-31,"패션쇼, 공연, 네일아트, 뷰티체험 등 부스운영,",전라남도 순천시청,061-749-8538,,미정,57956,37.8611986,127.7156856,전라남도,순천시,장명로 30 (장천동),장천동,"53-1, 순천시청"
제9회 향동 마을축제 「은행나무 아래로」,문화의 거리 일원,2022-11-12,2022-11-12,마을 축제 개최,전라남도 순천시청,061-749-8317,,축제일정 변동가능,57956,37.6872615,129.0336588,전라남도,순천시,장명로 30 (장천동),장천동,"53-1, 순천시청"
거문도백도은빛바다체험행사,삼산면 거문도 일원,2023-08-04,2022-08-05,길놀이+은빛가요제+맨손활어잡기+지인망끌기체험,거문도백도은빛바다축제추진위원회,061-659-4743,,,59790,37.8842671,127.7324969,전라남도,여수시,삼산면 거문길 28-10,삼산면,"거문리, 128-1, 삼산면사무소"
여수밤바다 불꽃축제,이순신 광장 및 장군도 앞 해상,2023-10-28,2023-10-28,공연행사+불꽃쇼+불꽃사진콘테스트,여수밤바다불꽃축제추진위원회,061-659-4742,https://www.yeosu.go.kr/ysff,,0,35.863327,128.5965948,,,,,nan
여수향일암일출기원한마당,돌산읍 임포마을 일원,2023-12-31,2024-01-01,재야의종타종식+일출기원제례+소망행사,여수향일암일출기원한마당 추진위원회,061-659-4743,,,0,37.100542,129.0082994,,,,,nan
춘천 핸드크래프트 프리마켓 어뮤즈데이,근화동396 청년창업지원센터,2020-05-30,2020-05-30,춘천 로컬 마켓인 라온마켓과 2019년 10월 공지천 사거리 철도 밑 근화동에 자리잡은 P6춘천이 준비한 프리마켓,근화동396 청년창업지원센터+라온,033-256-3962,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7550&search_type=1&search_keyword=ECB698ECB29C+ED95B8EB939CED81ACEB9E98ED9484ED8AB8+ED9484EBA6ACEBA788ECBC93+E28098EC96B4EBAEA4ECA688EB8DB0EC9DB4E28099,행사+축제,24246,37.8179831,127.7197324,강원특별자치도,춘천시,중앙로 186 (근화동),근화동,396-2
김유정 83주기 추모공연 김유정을 연주하다 그 삶의 이중주,김유정문학촌 생가 마당,2020-05-23,2020-05-23,김유정 83주기 추모공연,김유정문학촌,033-261-4650,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7548,행사+축제,24412,37.3120738,126.8300484,강원특별자치도,춘천시,신동면 실레길 25,신동면,"증리, 868-1"
춘천낭만여행 - 풍물장 새봄맞이 신명굿,풍물시장 상설무대,2020-05-17,2020-07-12,풍물장 새봄맞이 신명굿,춘천뒤뚜루농악보존회,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7545,행사+축제,24364,37.4675139,126.9448053,강원특별자치도,춘천시,영서로 2352-21 (온의동),온의동,"29-3, 풍물시장"
춘천전쟁과 일상 국제문학포럼 2020 -한국전쟁 후-,강원대학교 글로벌경영관 AMP강의실 103호,2020-02-05,2020-02-05,강연 및 토론,춘천 전쟁과 일상 국제문학포럼 운영위원회+분단문학,033-245-6603,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7531,행사+축제,24341,37.8842671,127.7324969,강원특별자치도,춘천시,강원대학길 1 (효자동),효자동,192-1
이계통간異系統間 배요한 박예지 2인전,개나리미술관,2022-08-02,2022-08-14,배요한x박예지 이계통간(異系統間),개나리미술관,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EC9DB4EAB384ED86B5EAB08428E795B0E7B3BBE7B5B1E9969329+3A+EBB0B0EC9A94ED959C+EBB095EC9888ECA780+2EC9DB8ECA084,전시관람,24399,37.3349482,127.9350851,강원특별자치도,춘천시,동내면 거두택지길44번길 7-19,동내면,"거두리, 1123-6"
